id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
1337,533 2nd Trl,sold,147239,2,2,2741,33.387392885389986,-112.05607636033618
1338,352 1st Cir,sold,158075,2,1,2364,33.45841896121061,-112.13590986319541
1339,90 2nd Way,active,159378,3,2,2608,33.39677793681711,-111.99011885752712
1340,561 Geary Vis,active,101714,3,3,2027,33.40457436486739,-112.22293603648664
1341,260 8th Blvd,sold,242099,4,3,2733,33.392238650065345,-112.01586825040403
1342,36 4th Way,pending,238098,2,3,3381,33.381982444418284,-111.93419025718376
1343,424 Texas Wl,pending,194377,5,2,2755,33.51858237270979,-112.01980273243365
1344,760 4th Dv,active,200293,3,3,3452,33.43361968222098,-112.30187693900331
1345,57 7th Ave,pending,140228,3,1,2489,33.55235100095936,-112.14299770998312
1346,124 9th Wl,active,191388,2,1,3536,33.57814528766737,-112.1864109340846
1347,507 Wall Cir,sold,218801,3,2,1604,33.518814178064375,-112.15079447465105
1348,168 8th Cir,active,189879,2,3,2530,33.51871865770543,-112.12053738604948
1349,654 8th Wl,pending,220520,5,1,1363,33.480314942086046,-112.10222192737793
1350,145 9th Pl,pending,221390,4,1,1814,33.48002682642937,-112.28400739413283
1351,272 9th Rd,pending,161439,3,2,2278,33.50130518026399,-112.07097378531702
1352,458 Texas Pl,sold,115523,2,1,3933,33.39252844767565,-112.02843802487364
1353,242 9th Pl,sold,231794,4,2,2193,33.433472942980416,-112.17322360294928
1354,674 Bush Wl,sold,156582,5,1,2268,33.543955494581155,-111.99616207012842
1355,45 Franklin Trl,pending,186504,3,1,3317,33.549273183200704,-112.12480284944905
1356,483 Walnut Ave,active,121082,3,2,2968,33.42740116972666,-111.93506718861077
1357,42 Page Cir,active,134983,2,2,3570,33.455996143005535,-112.16892675141436
1358,504 Mission Blvd,sold,187557,4,2,3783,33.407493248973104,-112.29224312847889
1359,173 7th Pl,active,180314,4,1,3509,33.568144506625885,-112.00006841323936
1360,25 6th Wl,pending,225545,4,1,3971,33.50784731348635,-112.23951871563115
1361,530 Pine Wl,pending,216385,4,1,1224,33.553014661896974,-112.10278862265557
1362,31 Indiana Wl,active,134811,4,2,3266,33.55607400366594,-112.286380429941
1363,691 Franklin Blvd,pending,200049,2,2,2220,33.46693470836862,-111.95775203034427
1364,15 2nd Way,pending,232262,3,3,3201,33.40307343018728,-112.03234616522616
1365,159 9th Ave,sold,156879,3,1,3750,33.49269931203442,-112.2005139739149
1366,631 Pine Ave,pending,271175,2,1,1044,33.40457019358208,-112.35307959150637
1367,629 2nd Way,sold,256935,2,3,3040,33.450405350521194,-112.03773077048483
1368,284 Turk Way,pending,251586,3,3,2105,33.46286027810985,-112.13048760470929
1369,55 Texas Cir,active,215796,3,1,1082,33.37140116806788,-112.18777959490507
1370,672 3rd St,pending,163111,5,3,2615,33.46552240760992,-112.18683329635525
1371,531 Post Vis,pending,189107,5,3,2821,33.368287242456915,-111.87753147196152
1372,642 Franklin Blvd,pending,283634,2,2,2210,33.42974821507017,-111.94799556486876
1373,470 Blake Pl,sold,270960,3,1,2520,33.59328287169084,-112.18943250772074
1374,616 Bush Dv,sold,160619,2,3,1880,33.49999656128875,-112.05038394059275
1375,544 Franklin Trl,sold,175021,4,2,3892,33.41182670514715,-112.22982702534541
1376,122 Mission Ave,sold,276592,4,2,1709,33.414225709434916,-112.32156784708053
1377,182 2nd Cir,active,241398,5,3,1673,33.579013168832816,-111.89907423811235
1378,463 9th Blvd,pending,184791,4,3,2537,33.46461109524639,-112.12769724433737
1379,520 4th Trl,active,196762,5,2,3871,33.37328759181292,-112.2693307121048
1380,85 Geary Wl,pending,185383,3,3,2997,33.41308992823471,-112.34919845841596
1381,765 5th Vis,active,296671,2,2,1701,33.48973000541449,-111.92383455818835
1382,718 Blake Way,sold,113344,2,3,3255,33.42597837729587,-112.02488644176749
1383,779 California Rd,active,207807,3,2,1473,33.582947805440625,-111.8817060878896
1384,250 9th Trl,pending,173059,3,1,1668,33.453080443702184,-112.22065201600303
1385,506 1st Wl,sold,282812,4,2,3934,33.548449005805054,-112.08449661845682
1386,216 Page Way,pending,102380,2,1,2744,33.47026907462996,-112.0200306387943
1387,59 1st Dv,pending,236450,5,3,3910,33.55949214414157,-112.00017740332018
1388,157 Walnut Blvd,pending,232936,5,2,3026,33.42598271040153,-111.8927887457754
1389,757 8th Blvd,sold,272255,5,2,3870,33.454613808293004,-111.92999201891644
1390,202 4th Trl,active,169883,2,2,2546,33.58858165953817,-112.25918428213001
1391,599 Blake Rd,sold,155198,2,2,3046,33.46948954792216,-111.91135198739144
1392,362 4th Way,sold,107781,5,1,3825,33.57591524839655,-112.35849505402263
1393,399 Geary Blvd,pending,281276,2,3,3278,33.4283983332418,-112.30421452277383
1394,743 2nd Pl,sold,139511,3,1,3716,33.590161059130004,-112.35811660475109
1395,637 Pine Wl,active,242280,2,3,1209,33.466770459294715,-112.19197349212843
1396,716 Wall Vis,pending,109033,4,2,2928,33.52777631572804,-112.0821754368474
1397,205 8th Cir,sold,287404,5,1,1965,33.591662228737896,-112.0115896551844
1398,680 2nd Wl,active,282163,3,1,3600,33.52758623536628,-112.3289796168515
1399,617 Texas Wl,pending,282011,2,1,3580,33.439167183209044,-112.16880796955319
1400,484 Geary Ave,active,143619,2,1,2069,33.431041176989005,-112.12980886893754
1401,636 Geary Pl,active,139685,3,2,2013,33.44484477360933,-112.1942330084391
1402,271 Pine Rd,active,286276,5,3,1365,33.58357201341216,-111.88101367239754
1403,143 Mission Ave,sold,178161,3,2,3140,33.50604015858408,-112.08686327347074
1404,509 Mission Ave,active,122303,3,1,2935,33.43852863372674,-112.21412493047592
1405,321 Pine Dv,pending,101750,2,3,2636,33.5337674007135,-111.94454723370363
1406,566 California St,pending,203269,5,2,1811,33.541562684919434,-111.89019245574949
1407,673 Post Rd,sold,218050,5,2,1118,33.5670995848693,-112.16036832152699
1408,510 4th Cir,pending,212916,4,3,2242,33.57045606967997,-112.29993164853123
1409,232 Post Trl,active,149349,5,3,3481,33.591743962686024,-112.22039756615995
1410,148 Pine Wl,active,144890,4,3,1975,33.49059743739765,-112.15931767604081
1411,143 5th Cir,pending,270488,3,2,3816,33.38848321196077,-112.06961752002735
1412,447 Post Rd,pending,262643,2,1,2069,33.52852354494824,-112.07911225764975
1413,369 Mission Vis,active,275542,2,2,1667,33.38658513600193,-112.20025429635255
1414,68 Pine Pl,active,168912,5,1,3456,33.43647819352892,-112.11433102492433
1415,194 Pine Way,pending,289594,3,1,3748,33.40680379250628,-112.26388490444795
1416,482 3rd Wl,sold,279448,2,2,3929,33.468576540136354,-111.91128418633102
1417,208 5th Cir,active,260943,3,1,2786,33.58589028605633,-112.06160193722133
1418,243 7th Wl,pending,117646,5,2,1524,33.40167905444232,-112.05105009220911
1419,739 Sutter Blvd,pending,150543,4,2,2048,33.37837282602003,-112.22623413648955
1420,66 Bush Ave,active,147759,2,3,1006,33.52918759618814,-112.31756514301527
1421,214 Texas Rd,sold,133203,5,2,3763,33.40559513035656,-112.00291945422346
1422,373 Pine Wl,active,268746,3,1,3229,33.589040858917144,-112.09991305200293
1423,800 3rd Trl,pending,267375,2,2,3797,33.43197367334241,-112.30636490298762
1424,428 1st Trl,active,161778,4,3,3608,33.54947474927612,-112.11445813409247
1425,630 6th St,sold,197010,5,1,3012,33.37767153518377,-112.22523373557915
1426,390 Indiana Trl,active,146820,2,1,2127,33.58412762543069,-112.16350486945804
1427,70 5th Rd,sold,285425,4,2,1867,33.537790464422805,-112.24033012730196
1428,791 California Wl,pending,242048,4,2,3510,33.51052473730646,-112.359203156401
1429,716 6th Blvd,pending,108063,5,3,2932,33.43889436209829,-112.15618606416547
1430,430 6th Way,active,148611,2,2,2332,33.43741064038735,-111.89039166685099
1431,782 Turk Vis,sold,128240,3,1,2223,33.370944042724815,-112.19269795153112
1432,66 4th Ave,active,258428,4,2,2076,33.42987396988666,-111.95859425609405
1433,760 Sutter Trl,sold,156388,4,3,1075,33.47035347296782,-112.02564507424248
1434,563 Euclid Ave,pending,187175,5,3,1993,33.57269867954274,-111.97112815316198
1435,100 Indiana Way,sold,235958,2,1,3843,33.5430699323849,-111.97540720357249
1436,10 5th Blvd,sold,207270,4,2,2077,33.50045148557302,-112.29069390897908
1437,308 Texas Rd,sold,143115,4,3,3227,33.41020975641927,-112.27912015051106
1438,728 4th Rd,sold,277975,4,1,3077,33.45185085872657,-112.07018039552851
1439,64 Bush Rd,sold,150246,4,2,3348,33.48569032736998,-112.2966339615667
1440,405 Wall Rd,sold,154657,3,2,2647,33.46820553786773,-111.98989838519977
1441,412 Walnut Cir,active,124505,2,1,2818,33.57597803904756,-111.90486235683618
1442,780 Mission Wl,active,150493,2,3,3010,33.51771113375459,-112.04115693682331
1443,44 Texas Trl,active,297655,3,1,2713,33.485582524698444,-112.03431516325143
1444,90 Sutter Way,active,194983,5,3,3493,33.49103869599297,-112.35246359305413
1445,195 California Rd,sold,196375,5,3,3695,33.43007310762232,-112.24045223921557
1446,704 4th Way,active,127174,4,3,2465,33.464020553115276,-112.16889799707906
1447,598 Texas Wl,active,164551,4,3,1617,33.40520837150716,-112.03830995240953
1448,461 8th Way,sold,226672,5,1,1746,33.41672835862234,-112.15727924521592
1449,707 Blake Ave,pending,179990,4,2,2672,33.40128786979123,-112.0629235610559
1450,626 5th Wl,sold,110778,4,1,3963,33.478150741482345,-112.04937183682914
1451,260 Texas Blvd,pending,237101,3,3,1788,33.40385183844602,-112.25045597717897
1452,179 Mission Dv,sold,293689,3,3,1514,33.456613076957844,-112.12358040216593
1453,78 Indiana Rd,active,119115,2,2,3357,33.42017607149278,-112.05060008133616
1454,247 Sutter Pl,pending,154029,3,1,3767,33.458808020034915,-112.1601892303894
1455,389 Pine St,sold,129917,5,3,2027,33.39207669248582,-111.9002690553602
1456,428 Walnut Cir,sold,177928,5,1,1053,33.462775513884516,-112.03761906873596
1457,302 1st Way,pending,295405,3,3,1449,33.365662951411274,-112.35166236280482
1458,638 9th Pl,sold,104771,3,3,2428,33.407905082235445,-111.92798429514545
1459,429 Mission Cir,active,275562,2,3,2336,33.54114133462664,-111.90482783377661
1460,294 4th St,active,236540,2,3,2287,33.471841966763456,-111.97037445895774
1461,547 2nd St,pending,192973,3,3,3486,33.58179230152383,-112.16709402411982
1462,727 Sutter Vis,pending,258435,4,1,1185,33.36960525362459,-111.88836998403995
1463,629 5th Vis,pending,221936,5,2,1066,33.56575471556474,-111.90446495125428
1464,350 Walnut Vis,active,235642,2,1,1398,33.40665499248914,-112.28955085689428
1465,667 Euclid Ave,pending,145098,5,3,3226,33.414428228047115,-112.28322221690796
1466,95 Turk Vis,pending,109058,3,3,3993,33.591602136587056,-111.97629356825739
1467,645 3rd Blvd,active,289841,4,2,2496,33.38678338581249,-112.24936088789163
1468,262 Walnut Way,pending,291609,3,2,1560,33.499823866042334,-112.23509203759166
1469,645 9th Ave,active,247965,4,2,3998,33.59075399339819,-112.2769954013136
1470,243 9th Wl,active,150876,5,1,1293,33.46404616600336,-111.87384914299213
1471,540 Wall Pl,sold,115481,3,1,2568,33.48646830682701,-112.09541497983358
1472,133 Geary Blvd,active,203495,3,2,3283,33.55845920508963,-112.2153267245952
1473,451 Mission Way,sold,206085,3,2,3502,33.56956060232563,-112.17071716890368
1474,456 Indiana Ave,active,156420,2,3,1036,33.54017713783969,-112.24533922525374
1475,563 Texas Trl,pending,103258,3,3,1270,33.57581221184636,-112.10890324687864
1476,572 Bush St,active,236476,5,1,3574,33.553659869331256,-112.03484667771605
1477,405 Indiana St,active,102517,5,1,3943,33.49865477445534,-111.89885348964346
1478,605 Franklin Ave,sold,241211,4,3,1098,33.55207995053072,-111.95373454807512
1479,244 6th Vis,active,239659,5,3,2893,33.46555040337555,-112.05393969313884
1480,524 Walnut Cir,active,185534,5,1,1802,33.44605980269562,-112.18281980269803
1481,187 1st Vis,sold,102675,3,3,3904,33.401646028741794,-112.15534008084785
1482,161 Indiana Trl,active,125510,5,2,2238,33.56548821658489,-112.0207711558709
1483,172 4th St,pending,208244,5,2,2880,33.42709067146092,-111.97947068921056
1484,713 Page Cir,pending,217892,4,3,2335,33.538870883151155,-112.1340769229804
1485,355 Wall Pl,pending,273975,4,2,1546,33.400212353248754,-112.32038564766528
1486,698 Turk Trl,pending,293192,3,1,1667,33.40890567883133,-112.26558683955271
1487,450 2nd Dv,active,208980,4,2,1478,33.57591356187204,-112.04112731592649
1488,449 9th Dv,sold,186331,5,2,1663,33.55536600171031,-112.01865406535991
1489,78 9th Pl,pending,128821,2,3,2743,33.42493586336701,-112.08337207563851
1490,62 2nd Wl,sold,138301,4,2,2083,33.4866733213949,-112.32480191383733
1491,420 Bush Trl,pending,232305,5,1,2497,33.36821621700416,-112.04120918873433
1492,535 7th St,sold,224640,2,3,2728,33.36144682944807,-112.06880263933888
1493,296 8th Way,sold,176680,2,2,3640,33.59112947222141,-112.21658359878427
1494,128 9th St,pending,111240,5,1,2828,33.43261008767672,-112.00637099358599
1495,799 5th Blvd,pending,157285,4,2,2479,33.550989971476895,-112.02429063790518
1496,398 Walnut Wl,sold,252197,5,1,3766,33.42837677794809,-112.09780269375551
1497,445 1st Way,pending,255881,3,3,1713,33.51321615657274,-112.17118591003984
1498,216 3rd Pl,sold,124182,5,3,3231,33.380139353541146,-112.21105557093311
1499,736 5th Way,pending,271921,2,3,1099,33.44791570123849,-111.92797907842346
1500,313 Euclid Vis,pending,245379,5,1,2054,33.39706601474466,-112.31294544625524
1501,162 Indiana Ave,sold,251532,5,3,1807,33.395973745958955,-112.28413502567305
1502,359 Walnut St,sold,144514,3,1,1775,33.413140232414676,-112.13723681328585
1503,517 9th Ave,active,140570,5,1,2673,33.42916030148448,-112.2307848308521
1504,245 Turk Rd,sold,252520,3,3,3916,33.43643828349145,-111.99203264311716
1505,234 Turk Pl,pending,105130,5,1,1012,33.54180297414412,-112.32898630278974
1506,634 8th St,pending,278043,2,1,2859,33.50755435853971,-111.97569881034228
1507,28 Post St,pending,281818,2,2,3107,33.4769404059579,-112.0750044114009
1508,42 Indiana Way,active,183888,3,2,2321,33.4663584848074,-112.31554879265094
1509,356 Walnut Wl,sold,156077,4,1,2782,33.39610539249583,-112.29834965299315
1510,624 Texas Trl,sold,244912,3,2,3100,33.48211549588314,-112.19429699370271
1511,305 4th Pl,sold,232661,4,1,1372,33.38449620500753,-112.10539958132439
1512,613 4th St,pending,274667,3,2,1902,33.53804586753697,-112.14865590284685
1513,448 Mission St,pending,284498,2,2,1675,33.50469820370838,-112.25170791582585
1514,55 Franklin Blvd,pending,192107,5,2,3385,33.405142830867625,-112.3162008140883
1515,686 Page Pl,pending,100779,5,2,2351,33.58916082971097,-112.1483927087962
1516,398 7th Trl,pending,123651,4,2,1676,33.53917654139016,-112.20611767029763
1517,519 Bush Dv,active,199647,2,3,2719,33.3834531547625,-112.22860001802556
1518,632 5th Rd,pending,131997,4,1,2692,33.41669148151445,-111.94993078537046
1519,100 1st Dv,active,180551,5,3,1832,33.467814307338195,-112.09159286479
1520,172 Pine Rd,active,134676,2,1,1550,33.51304976379946,-111.96047684044505
1521,225 Texas Wl,active,271682,4,3,1324,33.37612225872277,-112.08871754350635
1522,170 Wall Ave,active,297877,3,1,3266,33.414358448237756,-112.0464144326014
1523,316 1st Dv,sold,159012,2,3,3388,33.51937614124243,-112.17782129079686
1524,266 Euclid Pl,pending,105179,5,1,3115,33.528113203102386,-112.27239904729362
1525,521 3rd Vis,sold,202352,5,1,3738,33.380395366099506,-112.28027430183175
1526,479 4th Ave,active,104743,3,2,2885,33.52369980424528,-112.1912151140683
1527,725 Bush St,pending,258460,5,1,2228,33.404703241155275,-111.88313772278964
1528,427 Blake Wl,pending,161290,4,3,3726,33.37483877332276,-112.12580066873329
1529,754 Geary Wl,active,131591,3,3,2437,33.39222414054835,-112.10615303003722
1530,371 Walnut St,sold,248484,5,1,2713,33.43326638605983,-112.26274672799083
1531,348 Sutter Rd,sold,195316,3,3,1215,33.5074367784305,-111.93910553873164
1532,89 Wall Blvd,active,281102,2,3,3389,33.58201857233595,-112.26985486286083
1533,690 5th Trl,sold,191203,5,2,1395,33.524228938854876,-112.29769196402114
1534,128 5th Cir,pending,284338,4,2,2280,33.4538534964105,-112.15252146733353
1535,556 5th Pl,active,167972,2,2,1302,33.55794905429319,-112.22477138485573
1536,143 Wall Rd,pending,103941,4,1,1108,33.54455990101249,-112.14837995003862
1537,186 8th St,pending,186939,4,2,3962,33.39186900222086,-111.92784514584936
1538,324 9th Cir,active,222839,3,3,3910,33.48594630802932,-112.2566174287051
1539,128 2nd Pl,active,152487,2,1,1319,33.50318578164711,-112.34575773041817
1540,664 Geary Dv,pending,248341,5,3,1382,33.46955824372739,-111.87989600488054
1541,237 California Trl,sold,274528,3,1,2012,33.58749591691263,-111.88173654665856
1542,434 Mission Vis,pending,102996,3,1,2955,33.57860360206524,-112.12449106132092
1543,223 Geary Rd,pending,154965,3,2,2254,33.58135369413367,-112.16605345106883
1544,40 Indiana Ave,active,245604,3,2,2136,33.57169936981857,-111.91069835347264
1545,796 Blake Blvd,active,115111,3,1,3630,33.46662744390083,-112.15966312713606
1546,466 5th Way,sold,165621,2,1,1738,33.45436461803108,-112.24967209881768
1547,788 Turk Vis,pending,289686,3,2,3522,33.39924459574118,-111.92986158806865
1548,524 3rd Dv,sold,180989,5,1,1089,33.47103912938895,-111.94823514110811
1549,40 California Blvd,pending,200274,4,2,2602,33.465160611629244,-111.88801592512762
1550,78 Indiana Way,active,238026,2,2,1500,33.39857257234018,-112.3408503223265
1551,587 Franklin Blvd,pending,253190,5,1,3363,33.566100531831374,-112.23608210011348
1552,482 5th Way,pending,124588,3,1,3448,33.51321009881823,-112.1119479479509
1553,725 7th Trl,sold,205371,2,3,2088,33.38085246174865,-112.14461389125839
1554,283 Wall Blvd,active,202718,2,3,1637,33.56789128632158,-112.31140790952591
1555,458 Euclid Pl,pending,186129,2,2,2859,33.527442595880515,-111.90422631913471
1556,611 Turk Trl,active,108652,5,3,2008,33.55069417569792,-112.21558300897966
1557,478 Texas Way,pending,179389,2,3,2441,33.52641766226306,-112.04435826878816
1558,127 8th Dv,sold,177174,5,1,1435,33.5445304702323,-111.95265448626384
1559,727 6th Cir,sold,100099,3,1,1329,33.53202737627397,-112.10885073945641
1560,718 Euclid Rd,sold,171355,3,2,3834,33.43396944513702,-112.16744809511118
1561,679 Franklin Blvd,active,160404,4,2,1454,33.55849074046426,-112.00433652845261
1562,154 Wall Cir,active,151676,4,3,3265,33.55739100018559,-112.05689913841098
1563,671 Post Dv,sold,162394,4,2,2527,33.3788407918301,-112.3034954480545
1564,187 Geary Ave,active,195342,2,2,2363,33.42963305952338,-111.97263644026894
1565,82 Bush Ave,pending,131779,3,2,1456,33.447015683053614,-112.3581480881978
1566,608 Blake Cir,pending,206821,3,2,1205,33.52224162037803,-111.98557240265356
1567,396 Sutter Dv,active,252040,4,2,1241,33.36934534144965,-112.13398989303134
1568,667 Pine Trl,sold,244204,3,3,2800,33.433846162295694,-112.16474349082111
1569,546 3rd St,active,184984,5,1,3146,33.482544217313574,-111.92201070960186
1570,363 3rd Pl,pending,206060,2,3,2691,33.37933991956982,-112.34803594925894
1571,251 Walnut Ave,active,237309,3,1,3331,33.53213257514718,-112.26071540416366
1572,383 Franklin Vis,pending,299876,4,2,2929,33.58674602826895,-112.07703173007913
1573,354 Post Ave,active,121647,2,2,1307,33.41117440977743,-112.11431021414874
1574,791 4th Cir,sold,293263,4,1,2219,33.496608040419865,-112.24478790515825
1575,739 Page Dv,active,191154,5,1,1072,33.57080171174161,-112.21014298906297
1576,170 Page Rd,active,137710,2,3,3043,33.54106745433909,-111.93150755666562
1577,42 Page Pl,active,240282,4,1,2896,33.444798449746926,-112.00086771722086
1578,746 3rd Blvd,active,254172,5,2,2433,33.52073860926078,-111.97254128914602
1579,640 Walnut Vis,active,204975,2,3,1125,33.51620242176386,-112.35413214236718
1580,15 Walnut Pl,pending,270921,5,3,1249,33.39212655972375,-112.1117095613196
1581,361 Texas Rd,sold,113046,2,2,3247,33.390351092284966,-112.24253610971861
1582,218 Page Ave,sold,239287,2,1,2170,33.51130141130594,-111.97224400679151
1583,18 Mission Trl,active,292935,4,2,2075,33.36599468093761,-112.20643226271122
1584,721 Post Blvd,sold,155230,5,2,2284,33.56778680304658,-112.02497130257146
1585,350 Turk Ave,sold,294547,4,2,2726,33.507521134704646,-112.08364150325278
1586,540 Indiana Ave,active,115076,3,1,3854,33.558659653566615,-112.25929453554276
1587,81 Texas Vis,active,160560,2,1,2972,33.52515360102004,-112.31500738623588
1588,618 Walnut Cir,pending,108522,2,3,1650,33.37126107750465,-112.07294592440826
1589,112 9th Cir,active,207558,5,3,2261,33.53918808910885,-112.1913556706814
1590,478 Franklin Ave,sold,286100,5,1,2838,33.56029558089688,-112.21101172692684
1591,547 Page Pl,pending,205355,2,3,3301,33.399283870851825,-112.27162644483228
1592,48 Wall Way,sold,251355,4,3,3717,33.42035523902395,-112.35042556340419
1593,550 2nd Cir,sold,107313,5,3,3876,33.55231065645047,-112.34675984449848
1594,231 Pine Way,sold,165551,5,2,2233,33.379178544300366,-112.23630298106343
1595,613 Post Way,sold,288612,5,1,2036,33.40944411885431,-112.32030921129123
1596,639 6th Ave,sold,236770,4,1,1955,33.56169125036068,-112.06646667570291
1597,20 1st Dv,active,244599,3,2,2612,33.41401288038957,-111.9864441917469
1598,529 Euclid Pl,sold,240126,5,1,3770,33.52181423241239,-112.17797670448087
1599,411 9th Wl,active,297411,3,3,2167,33.48659152497649,-112.1581542572584
1600,36 Mission Pl,pending,234886,4,1,2385,33.37674286545532,-112.11819099160515
1601,328 Page Trl,pending,205621,2,1,1510,33.390489138423185,-112.2933486055529
1602,357 California Blvd,active,167551,3,2,2619,33.43867700432938,-111.95356844125445
1603,144 6th Ave,pending,240353,4,1,1036,33.395369736388005,-112.23786664145588
1604,346 Franklin Blvd,sold,267224,2,3,2378,33.42751148719233,-112.2196852438774
1605,541 Bush Cir,pending,136671,3,3,1209,33.396153473850475,-112.05398230598755
1606,173 Indiana St,active,210832,4,2,1221,33.556334193663766,-112.22918868432723
1607,778 7th Ave,pending,244385,4,1,2380,33.52782038524486,-112.00135829369216
1608,24 Indiana Ave,pending,189344,5,3,1259,33.46980968933819,-112.2144818752863
1609,87 Blake St,pending,210264,2,2,2543,33.57083706189982,-111.89871854768568
1610,783 3rd St,pending,141390,4,3,3700,33.465895250806355,-112.04472769229062
1611,645 8th Rd,active,270654,5,2,1545,33.43636661137344,-112.07590040609284
1612,155 3rd Dv,pending,103830,3,2,1204,33.368659806911886,-112.0644614486169
1613,218 Wall Cir,active,191345,2,1,3986,33.560713924523,-112.17859324095025
1614,24 Sutter Blvd,active,200934,5,3,3812,33.36241255982251,-112.08107825879999
1615,761 California St,active,171427,4,1,2461,33.55954901117937,-112.13976069830363
1616,170 8th Dv,active,194839,3,1,2216,33.400940642514385,-112.17307693704043
1617,798 2nd Cir,sold,213039,4,1,1134,33.36824557549913,-111.957220805518
1618,138 Pine Trl,active,235971,3,3,3974,33.51542804831939,-111.92576578993688
1619,29 Page St,sold,129381,3,2,2474,33.5353790709426,-112.25672909597762
1620,558 California Vis,pending,226325,4,2,1828,33.58205445641411,-112.34239662821962
1621,214 2nd Cir,pending,238404,3,2,1980,33.44140351997359,-112.1688634817611
1622,718 Post Blvd,active,140043,5,3,1338,33.44558145881951,-112.07782348665022
1623,417 9th Cir,sold,171569,2,2,3471,33.480717100549796,-112.05335993830005
1624,18 5th Way,pending,134825,4,1,1707,33.38900814777545,-111.87499991911454
1625,608 Texas Blvd,pending,205616,3,1,3009,33.47237971286571,-112.31553157098023
1626,757 5th Way,sold,191415,3,2,2247,33.4987116903559,-112.07429901957742
1627,649 2nd Cir,sold,103523,3,2,1521,33.49604857699093,-111.90173173067588
1628,494 Euclid St,active,241955,4,3,2530,33.547764527102224,-111.99245497219933
1629,661 Page Way,sold,199914,3,3,1923,33.54221389671793,-112.20520783761263
1630,661 Mission Dv,pending,277419,2,1,2166,33.44856185031359,-112.19867196274461
1631,578 1st St,pending,171718,4,1,3862,33.40525264923131,-111.95811440918308
1632,536 3rd Rd,pending,127973,3,3,2950,33.58137602659122,-112.36164422371014
1633,17 Turk Pl,sold,239621,3,2,3629,33.572168415560625,-111.9820766770147
1634,421 6th Pl,pending,246014,3,2,1081,33.472843956231884,-112.0857629038654
1635,688 8th Trl,active,231178,4,2,1859,33.42604082114623,-112.35997904581305
1636,539 2nd Wl,pending,199818,2,1,2181,33.520464137566876,-112.29783154591395
1637,640 Blake Blvd,active,276603,5,3,2865,33.395985947199556,-112.06591470877467
1638,658 1st Vis,pending,216722,5,3,1356,33.54285197389345,-111.89468330786715
1639,562 Franklin Ave,active,283503,2,1,1105,33.537697079049714,-111.99012038613428
1640,780 Geary Pl,pending,180909,2,3,2807,33.36425870744473,-112.31645847990708
1641,775 Blake Blvd,sold,256256,4,3,3828,33.58383453162878,-112.26757107665622
1642,20 2nd Rd,pending,154921,5,2,2259,33.43382872174734,-112.32347344894885
1643,370 Bush Cir,sold,121081,4,2,2736,33.385931555118454,-112.04874716478652
1644,547 Mission Dv,pending,265794,4,2,1538,33.520330326266475,-112.13617463649815
1645,58 Pine Pl,active,175372,4,3,1234,33.50167862400788,-112.14669670292233
1646,293 Page Way,pending,116097,2,1,1582,33.474551946102146,-111.88963592888874
1647,423 4th Rd,sold,137962,3,3,3604,33.3678938410431,-111.9239219505964
1648,556 Turk Trl,active,221177,5,2,2530,33.463614128415756,-112.18096185931256
1649,776 Post Trl,sold,281951,5,1,3679,33.41633075120259,-111.98121342979685
1650,81 California Blvd,sold,268250,3,3,2537,33.40903327205447,-112.28676660417536
1651,418 2nd St,pending,219594,3,3,1620,33.42947695924649,-112.07219791032601
1652,151 7th Trl,pending,266406,3,2,3991,33.50142441881269,-112.25968933321013
1653,620 Pine Ave,pending,280972,3,3,3726,33.527542962235614,-112.28902857054507
1654,323 Pine Blvd,sold,214023,4,1,3013,33.371423341216854,-112.12860491549306
1655,41 Walnut Vis,sold,180423,3,1,3679,33.38325393526488,-112.21430805789112
1656,251 8th St,active,214284,2,1,1488,33.57935242648234,-112.22848129906718
1657,609 Bush Cir,sold,138215,2,3,1738,33.539351409405974,-111.90713873002939
1658,241 Post Dv,sold,143058,3,2,1685,33.554312244717586,-112.00258645381204
1659,641 7th Rd,sold,129764,5,2,1035,33.36518457242728,-111.98462042477513
1660,411 Mission Vis,active,223962,5,2,2567,33.43950478300047,-112.04130840926554
1661,22 Geary Cir,sold,221873,3,3,1317,33.39933823005593,-111.89617948851306
1662,196 Blake Wl,pending,112459,4,1,3809,33.41532428643813,-112.00777128318897
1663,641 2nd Vis,sold,154391,5,3,1629,33.54335827282958,-111.95080094918605
1664,794 Walnut Way,active,212667,2,2,3081,33.54795208697299,-112.24988650003057
1665,638 Sutter Ave,sold,162033,5,2,3530,33.496985784526025,-112.30311170632065
1666,172 Blake Pl,sold,160061,5,2,3390,33.429577254181645,-112.26148028056328
1667,96 Indiana Dv,sold,166356,5,1,2004,33.41043346610053,-112.32859281046521
1668,527 7th Blvd,active,268050,2,2,3509,33.389788128145184,-111.91955543664437
1669,600 Blake Vis,pending,134288,5,2,1732,33.48494135138635,-112.31398789208978
1670,227 Euclid Trl,active,280882,5,1,1795,33.43129271085956,-112.24927603063753
1671,643 Page Vis,active,146955,5,1,2105,33.38562736027328,-112.27838921224647
1672,681 Franklin Pl,sold,218391,4,2,3422,33.46321265539312,-112.02971981230696
1673,713 Franklin Pl,active,264823,5,2,1110,33.55808331090549,-111.89339489579763
1674,139 Pine Ave,active,234857,5,1,2261,33.375561419690854,-111.95689567097222
